D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
3508108,GO,CENTRO-OESTE, 0.72,14082.72,81430,SEMANAL,
4211702,RS,SUL, 0.72,14114.84,18162,SEMANAL,19
3547601,SP,SUDESTE, 0.72,14306.09,228690,SEMANAL,0
3546702,PR,SUL, 0.72,14657.1,16161,SEMANAL,21
3513801,SC,SUL, 0.72,14679.12,23794,QUINZENAL,12
5211503,SP,SUDESTE, 0.72,14778.46,23494,SEMANAL,7
4320107,RS,SUL, 0.72,14879.52,3582,SEMANAL,5
3552502,SP,SUDESTE, 0.72,14976.06,11870,QUINZENAL,2
4120804,RS,SUL, 0.72,15030.74,232629,QUINZENAL,16
4206504,SP,SUDESTE, 0.72,15107.27,11833,QUINZENAL,19
3544004,SP,SUDESTE, 0.72,15205.5,22104,QUINZENAL,5
4315354,SP,SUDESTE, 0.72,15318.77,5506,QUINZENAL,8
3521309,SP,SUDESTE, 0.72,15437.06,10033,QUINZENAL,2
4309209,SP,SUDESTE, 0.72,15770.76,18574,SEMANAL,1
3556008,SC,SUL, 0.72,16184.17,13726,SEMANAL,10
3539202,SP,SUDESTE, 0.72,16310.03,196723,SEMANAL,190
3553203,RS,SUL, 0.72,17410.81,4189,SEMANAL,4
3515152,SP,SUDESTE, 0.72,18846.31,25428,,5
3556305,SP,SUDESTE, 0.72,18879.01,39975,QUINZENAL,30
4204251,RS,SUL, 0.72,19062.01,2565,QUINZENAL,2
3552403,SP,SUDESTE, 0.72,19360.3,3992,QUINZENAL,5
4314308,MG,SUDESTE, 0.72,21671.05,17156,SEMANAL,5
3531902,RS,SUL, 0.72,22113.96,2958,QUINZENAL,2
3528403,SC,SUL, 0.72,22312.06,3910,SEMANAL,
4304697,MT,CENTRO-OESTE, 0.72,23894.26,18580,SEMANAL,18
3524907,GO,CENTRO-OESTE, 0.72,23928.21,4528,,3
5221858,GO,CENTRO-OESTE, 0.72,2405.98,94856,SEMESTRAL,
3117306,RS,SUL, 0.72,24350.76,9284,QUINZENAL,1
4322251,SC,SUL, 0.72,24558.96,5812,SEMANAL,0
4215406,SC,SUL, 0.72,25483.52,6434,,3
5103502,MG,SUDESTE, 0.72,26468.68,71478,QUINZENAL,0
5204805,RS,SUL, 0.72,265448.25,22166,SEMANAL,1
4315800,SP,SUDESTE, 0.72,27546.09,3582,QUINZENAL,2
4213104,SP,SUDESTE, 0.72,31546.96,50761,QUINZENAL,11
4201208,SP,SUDESTE, 0.72,3209.93,15200,QUINZENAL,12
3168705,RS,SUL, 0.72,32553.73,1113,QUINZENAL,2
4322004,RS,SUL, 0.72,33061.83,1768,QUINZENAL,30
3502002,RJ,SUDESTE, 0.72,33066.25,24739,QUINZENAL,
3538501,SP,SUDESTE, 0.72,33725.04,6309,QUINZENAL,1
3509205,SP,SUDESTE, 0.72,35063.7,24229,QUINZENAL,2
4300661,MG,SUDESTE, 0.72,4134.42,6513,QUINZENAL,6
4317251,MT,CENTRO-OESTE, 0.72,42249.28,5654,QUINZENAL,128
3302254,SP,SUDESTE, 0.72,4400.78,13649,QUINZENAL,1
3533601,MS,CENTRO-OESTE, 0.72,4559.07,22542,SEMANAL,18
3544251,SC,SUL, 0.72,4667.9,31858,SEMANAL,16
3142403,PR,SUL, 0.72,4770.97,24184,SEMANAL,13
3535408,MG,SUDESTE, 0.72,47797.87,30383,SEMANAL,12
5005004,SP,SUDESTE, 0.72,4843.27,53752,SEMANAL,22
4213609,GO,CENTRO-OESTE, 0.72,4851.39,39593,SEMANAL,2
4115705,RJ,SUDESTE, 0.72,5070.61,153712,SEMANAL,
3542602,SP,SUDESTE, 0.72,5169.49,3615,QUINZENAL,5
5218003,SP,SUDESTE, 0.72,5195.82,71995,,46
5106240,SC,SUL, 0.72,5212.58,15708,QUINZENAL,8
3145901,SP,SUDESTE, 0.72,5286.98,56916,QUINZENAL,48
3303203,MG,SUDESTE, 0.72,5296.95,23473,SEMANAL,6
3531704,SP,SUDESTE, 0.72,5339.53,36302,QUINZENAL,3
3522109,RJ,SUDESTE, 0.72,5454.48,31451,QUINZENAL,3
4215703,MT,CENTRO-OESTE, 0.72,5510.9,38017,SEMANAL,4
3515103,SP,SUDESTE, 0.72,5626.87,11410,QUINZENAL,
3160405,SP,SUDESTE, 0.72,5773.09,23347,QUINZENAL,8
3556404,RJ,SUDESTE, 0.72,5919.18,23003,QUINZENAL,17
3306206,MG,SUDESTE, 0.72,5973.78,9372,QUINZENAL,1
5105150,ES,SUDESTE, 0.72,6048.47,16165,SEMANAL,2
3529807,MG,SUDESTE, 0.72,6467.06,114126,SEMANAL,25
3538600,PR,SUL, 0.72,6584.9,48522,SEMANAL,47
3302106,SP,SUDESTE, 0.72,65980.09,15252,SEMANAL,11
3117108,SP,SUDESTE, 0.72,6706.72,39298,MENSAL,7
3205069,CE,NORDESTE, 0.72,6772.27,2141402,,
3105608,MT,CENTRO-OESTE, 0.72,6838.1,52092,SEMANAL,36
4128203,PR,SUL, 0.72,6893.63,19676,SEMANAL,9
3541307,SC,SUL, 0.72,6922.82,3082,SEMANAL,1
2304400,RS,SUL, 0.72,6997.3,118767,QUINZENAL,19
5101803,MT,CENTRO-OESTE, 0.72,7066.75,30748,SEMANAL,3
4112108,SP,SUDESTE, 0.72,7130.21,25556,QUINZENAL,
4205159,SC,SUL, 0.72,7277.41,6934,SEMANAL,0
4301602,PR,SUL, 0.72,7282.45,107827,SEMANAL,0
3501152,GO,CENTRO-OESTE, 0.72,7336.23,288085,,
5105101,MG,SUDESTE, 0.72,7441.05,37872,SEMANAL,32
3546306,MT,CENTRO-OESTE, 0.72,7526.49,4196,SEMANAL,1
4201703,AL,NORDESTE, 0.72,7632.24,797759,MENSAL,78
4101408,SP,SUDESTE, 0.72,7664.99,32683,SEMANAL,8
5201108,MG,SUDESTE, 0.72,7684.52,73130,SEMANAL,15
3137601,SP,SUDESTE, 0.72,7713.65,45514,MENSAL,
5108303,RO,NORTE, 0.72,7726.03,53598,SEMANAL,9
2704302,MG,SUDESTE, 0.72,7732.66,3523,SEMANAL,1
3556453,SP,SUDESTE, 0.72,7992.43,16998,QUINZENAL,5
3148103,MG,SUDESTE, 0.72,8121.97,33610,SEMANAL,48
3540606,RJ,SUDESTE, 0.72,81570.13,22152,QUINZENAL,
1100304,RS,SUL, 0.72,8185.71,87873,SEMANAL,36
3107604,PR,SUL, 0.72,8397.77,39625,SEMANAL,9
3542404,MS,CENTRO-OESTE, 0.72,8505.77,38406,SEMANAL,12
3101508,RS,SUL, 0.72,8655.27,4340,QUINZENAL,
4303004,RS,SUL, 0.72,8707.22,94307,SEMANAL,35
4111803,RS,SUL, 0.72,8801.01,8197,SEMANAL,10
5006309,MT,CENTRO-OESTE, 0.72,9060.06,150227,SEMANAL,108
4322541,SP,SUDESTE, 0.72,9221.85,91807,SEMANAL,25
4309308,SP,SUDESTE, 0.72,9293.98,8605,QUINZENAL,0
4323804,SP,SUDESTE, 0.72,9357.08,25925,SEMANAL,25
3301306,PR,SUL, 0.72,9492.54,155161,SEMANAL,34
5107602,RS,SUL, 0.72,9651.09,126936,,7
3525003,SP,SUDESTE, 0.72,9774.96,3223,QUINZENAL,13
3556107,SC,SUL, 0.72,9785.63,5474,SEMANAL,2
3520103,SP,SUDESTE, 0.72,9806.4,22587,SEMANAL,4
4109401,SC,SUL, 0.72,9843.48,9852,SEMANAL,0
4322400,SP,SUDESTE, 0.72,,4161,QUINZENAL,6
3515905,SC,SUL, 0.72,,54706,QUINZENAL,43
4201901,SP,SUDESTE, 0.72,,7160,QUINZENAL,8
3553401,SC,SUL, 0.72,,8128,SEMANAL,0
4211504,SC,SUL, 0.72,,14551,SEMANAL,6
3507100,SP,SUDESTE, 0.72,,,,
3500550,MG,SUDESTE, 0.73,7697,39943,SEMANAL,7
4201273,SP,SUDESTE, 0.73,10055,36545,QUINZENAL,42
3502903,PR,SUL, 0.73,11379,85428,SEMANAL,11
4301636,SC,SUL, 0.73,10471.02,14861,SEMANAL,3
4318432,MG,SUDESTE, 0.73,10492.53,76862,SEMANAL,15
4217204,SP,SUDESTE, 0.73,10559.38,73492,SEMANAL,0
3550100,SP,SUDESTE, 0.73,10639.86,15793,QUINZENAL,6
4216305,MG,SUDESTE, 0.73,10645.95,34877,SEMANAL,6
3133808,SP,SUDESTE, 0.73,10771.01,65574,SEMANAL,37
3513405,SP,SUDESTE, 0.73,11078.04,32432,QUINZENAL,30
3508801,PR,SUL, 0.73,11371.08,24432,SEMANAL,11
3139003,RS,SUL, 0.73,11459.63,2831,SEMANAL,4
3530508,RS,SUL, 0.73,11612.08,69189,SEMANAL,8
3533502,RS,SUL, 0.73,12639.87,7163,QUINZENAL,4
4125704,PB,NORDESTE, 0.73,13109.05,42832,QUINZENAL,0
4101507,MG,SUDESTE, 0.73,13211.08,31264,SEMANAL,13
4318051,MT,CENTRO-OESTE, 0.73,13537.73,15408,QUINZENAL,4
4319901,MG,SUDESTE, 0.73,13599.97,12915,TRIMESTRAL,24
4309902,GO,CENTRO-OESTE, 0.73,13765.4,75451,SEMANAL,11
2503209,RS,SUL, 0.73,13887.95,65016,SEMANAL,15
3159605,RS,SUL, 0.73,14219.17,3659,QUINZENAL,4
5102702,SC,SUL, 0.73,14444.17,10767,SEMANAL,7
3133105,RS,SUL, 0.73,14447.28,26767,SEMANAL,10
5211909,SP,SUDESTE, 0.73,14799.25,9442,QUINZENAL,8
4317202,SC,SUL, 0.73,14819.52,22857,QUINZENAL,3
4309555,PR,SUL, 0.73,14857.11,98200,SEMANAL,8
4205308,RS,SUL, 0.73,15242.57,2875,QUINZENAL,2
4310108,RS,SUL, 0.73,15338.49,19430,SEMANAL,
3506805,SC,SUL, 0.73,15373.36,1572,SEMANAL,5
4219705,RS,SUL, 0.73,15607.91,9494,QUINZENAL,9
4127700,RS,SUL, 0.73,15742.4,107564,SEMANAL,20
4318440,SC,SUL, 0.73,16451.18,12333,SEMANAL,
4321709,SC,SUL, 0.73,17067.91,18348,SEMANAL,17
4209458,PR,SUL, 0.73,17109.14,3646,SEMANAL,2
4302352,SP,SUDESTE, 0.73,17411.86,34610,QUINZENAL,6
4303103,RS,SUL, 0.73,18246.31,32610,SEMANAL,13
4214003,RS,SUL, 0.73,19126.91,4173,SEMANAL,0
4205456,RS,SUL, 0.73,19225.34,3924,QUINZENAL,4
4120853,MG,SUDESTE, 0.73,20685.92,2842,QUINZENAL,2
3517406,RS,SUL, 0.73,21126.82,4673,SEMANAL,4
4313904,PR,SUL, 0.73,21834.68,5889,SEMANAL,6
4323408,MG,SUDESTE, 0.73,22109.01,212496,SEMANAL,37
4323200,SP,SUDESTE, 0.73,22572.71,37750,QUINZENAL,18
3116902,SP,SUDESTE, 0.73,22615.97,28195,SEMANAL,26
4314423,SP,SUDESTE, 0.73,22907.3,18171,SEMANAL,0
4115358,SP,SUDESTE, 0.73,22975.78,71753,SEMANAL,98
3131307,PR,SUL, 0.73,23316.62,204316,,
3522703,RS,SUL, 0.73,23686.65,2057,QUINZENAL,1
3500303,SC,SUL, 0.73,24136.11,3093,SEMANAL,0
3540002,MG,SUDESTE, 0.73,24227.47,9492,QUINZENAL,8
3529302,RS,SUL, 0.73,24720.29,1618,QUINZENAL,0
4125506,RS,SUL, 0.73,25699.88,4728,SEMANAL,2
4310462,RS,SUL, 0.73,26013.99,6913,QUINZENAL,3
4204350,GO,CENTRO-OESTE, 0.73,27354.41,64347,SEMANAL,15
3145000,PR,SUL, 0.73,30460.81,127339,QUINZENAL,27
4323606,MT,CENTRO-OESTE, 0.73,30722.12,11561,SEMANAL,12
4312609,SC,SUL, 0.73,32218.25,4840,SEMANAL,1
4316501,SC,SUL, 0.73,34537.03,16484,SEMANAL,1
5205109,RJ,SUDESTE, 0.73,42113.37,126828,QUINZENAL,34
4118204,RS,SUL, 0.73,47631.96,17699,QUINZENAL,9
5108006,SC,SUL, 0.73,4798.31,102742,,15
4218509,SP,SUDESTE, 0.73,5017.59,66861,SEMANAL,46
4217501,SP,SUDESTE, 0.73,5173.95,51451,SEMANAL,56
4211900,RJ,SUDESTE, 0.73,5346.32,17289,QUINZENAL,11
3300704,GO,CENTRO-OESTE, 0.73,5353.97,10210,SEMANAL,2
4309605,TO,NORTE, 0.73,5449.84,36130,SEMANAL,4
3531100,RR,NORTE, 0.73,5532.3,200568,QUINZENAL,0
3555406,SC,SUL, 0.73,5790.22,8839,SEMANAL,13
3537602,RS,SUL, 0.73,5834.85,52138,SEMANAL,16
3302809,MG,SUDESTE, 0.73,5859.87,247131,,0
5218607,PA,NORTE, 0.73,5873.61,1280614,DIÁRIO,
1716109,RS,SUL, 0.73,5892.82,90849,SEMANAL,31
1400100,SP,SUDESTE, 0.73,59.35,35098,SEMANAL,17
4208450,ES,SUDESTE, 0.73,5918.17,11481,QUINZENAL,4
4317400,RS,SUL, 0.73,5955.44,33625,SEMANAL,18
3127701,PR,SUL, 0.73,5969.91,90690,SEMANAL,37
1501402,MG,SUDESTE, 0.73,6101.29,47036,,32
4317103,SP,SUDESTE, 0.73,6145.64,13286,SEMANAL,1
3202603,RJ,SUDESTE, 0.73,6241.49,29544,SEMANAL,15
4304408,RS,SUL, 0.73,6313.37,8882,SEMANAL,6
4128104,RS,SUL, 0.73,6386.37,30880,SEMANAL,28
3128709,SC,SUL, 0.73,6442.6,8716,,
3555109,SP,SUDESTE, 0.73,6452.96,43162,SEMANAL,14
3303807,SP,SUDESTE, 0.73,6482.02,13513,QUINZENAL,0
4305454,MG,SUDESTE, 0.73,6504.23,97211,QUINZENAL,30
4321501,SP,SUDESTE, 0.73,6561.81,264812,SEMANAL,151
4202453,SP,SUDESTE, 0.73,6615.09,33124,SEMANAL,6
3516705,SP,SUDESTE, 0.73,6638.41,17139,QUINZENAL,0
3504206,SC,SUL, 0.73,6724.98,10704,QUINZENAL,27
3147907,RS,SUL, 0.73,6801.25,5273,,14
3518701,MS,CENTRO-OESTE, 0.73,6880.12,30866,SEMANAL,6
3503802,PR,SUL, 0.73,6962.49,75750,SEMANAL,50
3507803,MG,SUDESTE, 0.73,6967.01,3038,SEMANAL,1
4213500,RS,SUL, 0.73,7123.17,30498,SEMANAL,10
4301057,MG,SUDESTE, 0.73,7340.21,123881,QUINZENAL,
5003306,SP,SUDESTE, 0.73,7341.81,11550,QUINZENAL,12
4118402,SP,SUDESTE, 0.73,7497.08,80757,SEMANAL,
3141306,MG,SUDESTE, 0.73,7533.09,10236,SEMANAL,0
4304630,SP,SUDESTE, 0.73,7563.67,95801,SEMANAL,
3148004,SP,SUDESTE, 0.73,7631.51,95925,SEMANAL,
3504602,SC,SUL, 0.73,7730.12,15802,SEMANAL,1
3526704,GO,CENTRO-OESTE, 0.73,7833.97,26229,SEMANAL,73
3115805,MG,SUDESTE, 0.73,8031.42,46566,SEMANAL,9
3539806,PR,SUL, 0.73,8050.74,57401,BIMESTRAL,
3557006,SP,SUDESTE, 0.73,8089.21,13656,QUINZENAL,3
3107406,SC,SUL, 0.73,8208.74,48077,QUINZENAL,38
4206900,SC,SUL, 0.73,8243.71,10380,SEMANAL,10
5217401,RJ,SUDESTE, 0.73,8283.64,23877,QUINZENAL,
4114807,MS,CENTRO-OESTE, 0.73,8380.18,164949,SEMANAL,103
3127107,SC,SUL, 0.73,8462.28,16034,SEMANAL,43
4105508,PR,SUL, 0.73,86.34,28702,SEMANAL,26
3540804,SP,SUDESTE, 0.73,8638.51,13675,QUINZENAL,3
4202305,RS,SUL, 0.73,8679.12,5167,SEMANAL,13
4215109,SP,SUDESTE, 0.73,8723.02,17041,QUINZENAL,11
3300258,SP,SUDESTE, 0.73,8734.88,44355,SEMANAL,44
5003702,SP,SUDESTE, 0.73,8831.9,10194,QUINZENAL,6
4212106,MG,SUDESTE, 0.73,9109.3,89091,SEMANAL,1
3550902,RS,SUL, 0.73,9334.91,3242,QUINZENAL,0
4305439,PR,SUL, 0.73,9370.33,46861,SEMANAL,29
3525201,RS,SUL, 0.73,9374.07,20283,SEMANAL,23
3512803,RS,SUL, 0.73,9429.02,59894,SEMANAL,84
3532603,RS,SUL, 0.73,9625.11,57341,QUINZENAL,3
3134202,PR,SUL, 0.73,9660.87,67132,QUINZENAL,18
4314035,SC,SUL, 0.73,9667.52,9540,QUINZENAL,2
4106407,SP,SUDESTE, 0.73,9712.39,8907,QUINZENAL,1
4318408,SP,SUDESTE, 0.73,,19816,SEMANAL,
4304705,SC,SUL, 0.73,,32324,QUINZENAL,16
4322509,RS,SUL, 0.73,,2745,QUINZENAL,5
4108403,RS,SUL, 0.73,,7452,SEMANAL,7
4216107,SC,SUL, 0.73,,4160,SEMANAL,1
3532504,SP,SUDESTE, 0.73,,5224,,4
5105580,SP,SUDESTE, 0.74,6481,48327,SEMANAL,14
5107958,SP,SUDESTE, 0.74,10021.86,63724,,
4321451,RS,SUL, 0.74,10061.09,78461,SEMANAL,6
3509601,MT,CENTRO-OESTE, 0.74,10241.77,6769,SEMANAL,6
4310207,SC,SUL, 0.74,10334.9,12082,SEMANAL,20
5103700,SP,SUDESTE, 0.74,10434.98,170078,SEMANAL,20
4217600,SC,SUL, 0.74,10437.54,12976,SEMANAL,7
3545803,SC,SUL, 0.74,10700.46,5572,SEMANAL,0
4206306,SC,SUL, 0.74,10768.77,8939,,
4210035,RS,SUL, 0.74,10818.84,36131,SEMANAL,16
4214706,SP,SUDESTE, 0.74,11158.8,9325,QUINZENAL,3
4313508,SP,SUDESTE, 0.74,11221.48,28224,,11
3544905,SP,SUDESTE, 0.74,11306.81,34368,QUINZENAL,12
3505203,PR,SUL, 0.74,11374.46,49410,SEMANAL,23
3507001,SP,SUDESTE, 0.74,11952.72,125559,QUINZENAL,69
4122404,PR,SUL, 0.74,12492.74,258543,SEMANAL,22
3522307,PR,SUL, 0.74,12612.51,273616,QUINZENAL,116
4108304,RS,SUL, 0.74,12810.54,10564,SEMANAL,5
4119905,SP,SUDESTE, 0.74,13010.61,4340,QUINZENAL,
4321006,SC,SUL, 0.74,13388.38,5062,SEMANAL,5
3521101,PR,SUL, 0.74,13950.64,15147,SEMANAL,9
4209508,MG,SUDESTE, 0.74,13976.74,28814,QUINZENAL,9
4126504,RS,SUL, 0.74,14131.83,35132,SEMANAL,8
3134400,SP,SUDESTE, 0.74,14369.71,12836,,0
4307609,RS,SUL, 0.74,14375.86,4093,QUINZENAL,0
3523602,SP,SUDESTE, 0.74,14378.44,18413,QUINZENAL,5
4305959,SP,SUDESTE, 0.74,14474.62,19553,QUINZENAL,3
3531407,RS,SUL, 0.74,14531.81,4984,SEMANAL,11
3531506,RJ,SUDESTE, 0.74,14910.32,24901,QUINZENAL,15
4312476,SC,SUL, 0.74,15048.97,12562,QUINZENAL,3
3302601,RS,SUL, 0.74,15218.52,14744,QUINZENAL,7
4210605,RS,SUL, 0.74,15596.42,27401,SEMANAL,18
4316600,RS,SUL, 0.74,15663.58,3032,SEMANAL,4
4307807,PR,SUL, 0.74,16043.34,23884,SEMANAL,3
4313359,RJ,SUDESTE, 0.74,162663.39,36419,QUINZENAL,27
4101606,SC,SUL, 0.74,17123.89,65437,SEMESTRAL,28
3304524,MT,CENTRO-OESTE, 0.74,17948.14,8335,SEMANAL,21
4215802,SC,SUL, 0.74,19087.66,3543,SEMANAL,0
5100409,SP,SUDESTE, 0.74,19232.56,126026,SEMANAL,65
4211405,RS,SUL, 0.74,19715.62,186544,MENSAL,69
3538006,SP,SUDESTE, 0.74,20695.1,14086,QUINZENAL,3
4315602,SP,SUDESTE, 0.74,20989.08,3531,QUINZENAL,2
3517505,SC,SUL, 0.74,210.43,8587,SEMANAL,6
3546207,SC,SUL, 0.74,22483.58,41589,SEMANAL,3
4217006,RS,SUL, 0.74,22559.27,2880,QUINZENAL,5
4219309,RS,SUL, 0.74,24353.66,4564,SEMANAL,0
4312385,SC,SUL, 0.74,25511.72,11511,SEMANAL,5
4313003,SC,SUL, 0.74,28023.39,6764,SEMANAL,
4211603,RS,SUL, 0.74,28964.97,24657,SEMANAL,2
4208005,RS,SUL, 0.74,30917.12,3107,SEMANAL,3
4314803,RS,SUL, 0.74,33212.23,1908,QUINZENAL,0
3113305,SC,SUL, 0.74,34191.26,2160,SEMANAL,0
3551009,MG,SUDESTE, 0.74,3662.83,31921,SEMANAL,10
4304671,SP,SUDESTE, 0.74,3785.37,303551,SEMANAL,89
4322350,MG,SUDESTE, 0.74,4201.07,64854,SEMANAL,17
4213906,SP,SUDESTE, 0.74,4215.88,34904,QUINZENAL,16
3171303,MG,SUDESTE, 0.74,4217.99,13727,SEMANAL,8
3502507,MG,SUDESTE, 0.74,4321.12,12793,SEMANAL,6
3109501,MG,SUDESTE, 0.74,4542.18,8958,SEMANAL,12
3106903,MG,SUDESTE, 0.74,4754.78,20589,SEMANAL,15
3131505,SP,SUDESTE, 0.74,5063.46,78921,SEMANAL,77
3144102,SC,SUL, 0.74,51053.59,32301,QUINZENAL,8
3510500,SP,SUDESTE, 0.74,5396.59,6704,QUINZENAL,8
3520426,SP,SUDESTE, 0.74,5419.76,20836,SEMANAL,28
3520400,RS,SUL, 0.74,5642.43,31040,SEMANAL,10
4321600,PB,NORDESTE, 0.74,6161.84,597934,SEMANAL,156
4216206,RJ,SUDESTE, 0.74,6272.55,15089,QUINZENAL,30
2507507,RJ,SUDESTE, 0.74,6570.39,76737,SEMANAL,
3301876,MG,SUDESTE, 0.74,6725.21,28783,SEMANAL,15
3530300,SP,SUDESTE, 0.74,6832.51,32704,QUINZENAL,4
3302700,MG,SUDESTE, 0.74,6924.8,58335,SEMANAL,83
3151503,SP,SUDESTE, 0.74,7065.05,30039,SEMANAL,30
3552106,SP,SUDESTE, 0.74,7203.09,27897,SEMANAL,9
3164704,SC,SUL, 0.74,7293.59,10911,QUINZENAL,14
3506359,SP,SUDESTE, 0.74,7407.16,23948,SEMANAL,8
3538808,BA,NORDESTE, 0.74,7520.06,113543,QUINZENAL,41
4212809,SP,SUDESTE, 0.74,7601.35,29648,QUINZENAL,8
3537909,SC,SUL, 0.74,7787.46,5541,SEMANAL,0
2919207,SP,SUDESTE, 0.74,7845.08,18124,QUINZENAL,10
3534609,RS,SUL, 0.74,7851.84,76745,SEMANAL,110
4210407,SP,SUDESTE, 0.74,7899.59,30729,SEMANAL,17
3548005,SP,SUDESTE, 0.74,7905.57,77990,,48
4317509,SP,SUDESTE, 0.74,7913.36,71221,QUINZENAL,28
3525102,GO,CENTRO-OESTE, 0.74,8230.13,6904,MENSAL,5
3527207,SC,SUL, 0.74,8351.55,157682,QUINZENAL,9
3509007,SP,SUDESTE, 0.74,8447.74,6307,QUINZENAL,13
5212105,SC,SUL, 0.74,8543.42,3274,SEMANAL,5
4209300,SP,SUDESTE, 0.74,8654.2,46186,SEMANAL,33
3514601,MG,SUDESTE, 0.74,8766.75,101974,,
4217105,MG,SUDESTE, 0.74,8905.66,183962,QUINZENAL,33
3524808,RS,SUL, 0.74,9335.43,11316,SEMANAL,1
3103504,SP,SUDESTE, 0.74,9471.32,93430,SEMANAL,123
3122306,SP,SUDESTE, 0.74,9767.24,46620,SEMANAL,37
4308102,RS,SUL, 0.74,,22891,SEMANAL,13
3554003,MT,CENTRO-OESTE, 0.74,,58840,SEMANAL,65
3519600,MT,CENTRO-OESTE, 0.74,,14448,SEMANAL,8
3500402,SP,SUDESTE, 0.75,10117.44,47437,SEMANAL,6
4204202,SP,SUDESTE, 0.75,10524.47,22145,QUINZENAL,11
3530706,SP,SUDESTE, 0.75,10602.31,29681,SEMANAL,4
3549706,SP,SUDESTE, 0.75,10714.87,40919,QUINZENAL,0
3540705,SP,SUDESTE, 0.75,10868.87,43613,,11
3526407,SC,SUL, 0.75,11340.36,5817,SEMANAL,2
3540200,SP,SUDESTE, 0.75,11342.42,55161,SEMANAL,26
3546405,SP,SUDESTE, 0.75,11460.35,197644,SEMANAL,278
3531308,PR,SUL, 0.75,11601.01,33317,SEMANAL,19
4206108,SP,SUDESTE, 0.75,11664.59,11104,QUINZENAL,15
3502101,SP,SUDESTE, 0.75,11773.44,28714,SEMANAL,8
3552809,RS,SUL, 0.75,11950.73,19700,SEMANAL,33
4102000,SP,SUDESTE, 0.75,11967.27,59185,SEMANAL,18
3536000,PR,SUL, 0.75,12032.9,4608,SEMANAL,6
3525706,SC,SUL, 0.75,12431.11,7419,SEMANAL,2
4319505,SP,SUDESTE, 0.75,12481.55,55042,SEMANAL,
3503901,RS,SUL, 0.75,12612.29,90347,SEMANAL,32
4115853,PR,SUL, 0.75,12919.68,41007,SEMANAL,11
4211801,SC,SUL, 0.75,13135.49,18727,SEMANAL,21
3526803,MG,SUDESTE, 0.75,13177.18,78997,SEMANAL,37
4307005,RS,SUL, 0.75,13859.15,1749,QUINZENAL,8
4114609,GO,CENTRO-OESTE, 0.75,14233.73,31130,MENSAL,14
4219002,SP,SUDESTE, 0.75,14383.9,9911,SEMANAL,2
3104007,SP,SUDESTE, 0.75,14559.08,46013,SEMANAL,49
4309258,GO,CENTRO-OESTE, 0.75,14623.15,116552,SEMANAL,45
5209101,SP,SUDESTE, 0.75,14927.8,1072717,QUINZENAL,
3532009,MT,CENTRO-OESTE, 0.75,15191.51,16737,QUINZENAL,9
3533908,PR,SUL, 0.75,15360.85,3328,SEMANAL,3
5218805,SC,SUL, 0.75,15733.32,40194,QUINZENAL,33
3518800,SP,SUDESTE, 0.75,15893.89,2861,QUINZENAL,5
5100201,SP,SUDESTE, 0.75,16403.67,42071,SEMANAL,24
4107538,RS,SUL, 0.75,16461.87,18528,SEMANAL,13
4207502,SP,SUDESTE, 0.75,16932.47,191291,SEMANAL,96
3537156,SC,SUL, 0.75,17374.07,10887,SEMANAL,5
3533403,SP,SUDESTE, 0.75,17519.61,18886,SEMANAL,25
4306809,RS,SUL, 0.75,18441.16,2112,QUINZENAL,1
3524402,SP,SUDESTE, 0.75,19338.28,36004,SEMANAL,2
4218806,SC,SUL, 0.75,19415.56,2553,SEMANAL,2
3507902,RS,SUL, 0.75,20690.81,22435,SEMANAL,14
4315172,RS,SUL, 0.75,22307.02,1627,QUINZENAL,0
3534302,SP,SUDESTE, 0.75,22485.16,26800,QUINZENAL,21
4207577,MS,CENTRO-OESTE, 0.75,22620.87,15488,SEMANAL,6
4306403,MT,CENTRO-OESTE, 0.75,22810.61,3599,SEMANAL,6
4311270,RS,SUL, 0.75,23652.47,3850,SEMANAL,0
3510807,RS,SUL, 0.75,24623.64,2498,MENSAL,
5003256,RS,SUL, 0.75,24920.89,14413,QUINZENAL,6
5107248,SP,SUDESTE, 0.75,24972.02,4754,QUINZENAL,0
4310363,RJ,SUDESTE, 0.75,25470.8,242063,SEMANAL,56
4303558,RS,SUL, 0.75,26495.7,306093,QUINZENAL,23
4312658,MT,CENTRO-OESTE, 0.75,27523.01,17221,SEMANAL,19
3556909,SP,SUDESTE, 0.75,29469.06,74815,QUINZENAL,23
3306305,RS,SUL, 0.75,32060.79,2396,QUINZENAL,0
4304606,RS,SUL, 0.75,32333.52,28361,SEMANAL,9
5102678,SP,SUDESTE, 0.75,42459.81,21904,QUINZENAL,24
3506102,SP,SUDESTE, 0.75,44869.25,23903,SEMANAL,14
4313086,TO,NORTE, 0.75,4812.23,137355,QUINZENAL,
4311809,MG,SUDESTE, 0.75,5202.67,15101,SEMANAL,21
1721000,SP,SUDESTE, 0.75,5261.11,10584,QUINZENAL,2
3518305,BA,NORDESTE, 0.75,5402.38,2443107,,
3527306,RS,SUL, 0.75,5751.68,52825,SEMANAL,36
3108404,SP,SUDESTE, 0.75,6905.97,6088,,
3539400,GO,CENTRO-OESTE, 0.75,6924.33,11300,SEMANAL,10
